Location Name	Address	City	ZIP	Taxpayer ID	Location Number	Permit Begin Date	Permit End Date
WAGON WHEEL STUDIO AND GALLERY	621 SOUTH FIFTH ST	TEXHOMA	73949	32023366407	00001	07/16/1989	01/01/1992
WEST TEXAS GAS INC	XXXXXXXXXXXX	TEXHOMA	73949	17514992639	00110	05/01/1996	09/30/2021
AEROSTITCH EMBROIDERY	720 S 4TH ST	TEXHOMA	73960	32041965156	00002	08/10/2015	
CIMARRON SAGE	813 S 2ND ST	TEXHOMA	73960	32057895057	00001	08/15/2015	
ORIGINALS BY SABRA AND MORE	620 S 3RD ST	TEXHOMA	73960	32005212561	00003	08/01/2019	
PURE FANTASY CASTLES	1204 S SECOND STREET	TEXHOMA	73960	32008008685	00004	06/30/2018	
STATE-LINE ELECTRIC	1001 S 6TH ST	TEXHOMA	73960	32010317587	00003	01/01/2007	
STATELINE WASH & SERVICE	613 S 5TH ST	TEXHOMA	73960	32011265488	00001	01/01/2015	
TEXHOMA AG ENERGY	7800 COUNTY ROAD B	TEXHOMA	73960	32086766220	00001	11/01/2022	
BASEL DISCOUNT ELECTRONICS	1425 W BEN WHITE	AUSTIN	99999	32024499793	00001	11/01/1991	12/15/1991
CLEORA'S BEADS ETC	550 MAIN ST	SALADO	99999	32010319443	00003	03/22/1993	03/01/1994
ESFAHANI INC		MESQUITE	99999	17522266273	00002	08/01/1991	08/01/1991
NICHE	SAN ANTONIO SHOW	SAN ANTONIO	99999	32023640132	00004	11/01/1995	06/30/1998
OLD TYME FRIENDS	2 MILES NORTH OF NEW CANEY IN IH 59	NEW CANEY	99999	32008712310	00006	04/12/1997	07/17/1997
T & S CUSTODIAL		HALTOM CITY	99999	32056693164	00002	01/01/1991	01/01/1991
TEXAS NATIVE STONE SUPPLY	COUNTY ROAD 281	LIBERTY HILL	99999	32030897121	00001	08/14/1992	01/01/1994
TJ'S GIFTS & FASHIONS	59 FLEA MARKET 6104 WINDSWEPT	HOUSTON	99999	32020895259	00003	07/01/1996	09/30/1996
WALBURG AUTOMOTIVE	FM 972 102 MAIN ST	WALBURG	99999	32008435805	00001	01/29/1993	10/31/2008
WATER UTILITY MAINTENANCE	3/4 OFF FM 729 MIMS CHAPEL BOAT RAMP	MIMS	99999	32005558104	00002	09/01/1996	09/30/2000
WEEKEND BAZAAR SALES		AUSTIN	99999	32009048870	00006	12/01/1991	12/01/1991
