Location Name	Address	City	ZIP	Taxpayer ID	Location Number	Permit Begin Date	Permit End Date
ABC CATS	205 AVENUE E SE	CHILDRESS	79201	32018020373	00002	09/01/2005	12/31/2006
ABC CATS	603 4TH ST NE	CHILDRESS	79201	32018020373	00001	01/01/1998	12/31/2000
ABC INVESTMENT HOLDINGS, LLC	901 18TH ST NW	CHILDRESS	79201	32085164427	00001	08/18/2022	
ABRAM'S MEXICAN FOOD	136 N MAIN ST	CHILDRESS	79201	32043016578	00001	11/10/2010	03/12/2011
ACH INVESTMENTS, LLC	210 3RD ST SE	CHILDRESS	79201	32032048533	00002	01/01/2009	12/31/2012
ACKERMAN 66 STATION	1303 G N W	CHILDRESS	79201	32021052611	00001	08/19/1988	03/31/1990
ACOSTA SNACK BAR	CHILDRESS MFR CO	CHILDRESS	79201	32027029191	00001	10/21/1968	12/31/1969
ADAMS ELECTRIC	1407 J-N W	CHILDRESS	79201	32029787432	00001	10/01/1980	12/31/1996
ADEPT ARMORY LLC	2129 COUNTY ROAD 257	NORTHFIELD	79201	32054160232	00001	09/01/2014	12/31/2021
AGAPE PHOTOGRAPHY	300 MADISON AVE APT 116	CHILDRESS	79201	32084022998	00001	04/13/2022	
AGRI-SERVICES OF CHILDRESS	310 AVE A NE	CHILDRESS	79201	30000870953	00001	09/01/1970	12/31/1976
AGROBOTICS INC	144 MAIN ST	CHILDRESS	79201	17517820571	00003	01/01/1985	09/30/1988
ALEX PROPERTY MANAGEMENT LLC	1297 COUNTY ROAD 15	CHILDRESS	79201	32069920828	00001	05/20/2022	
ALEXIS HERNANDEZ	16095 FM 164	CHILDRESS	79201	32084574675	00001	06/24/2022	
ALINE'S FABRICS	801 12TH ST NW	CHILDRESS	79201	32021383107	00001	01/01/1991	06/01/1998
ALL PRO CUSTOM CONCEPTS	401 AVENUE H SE	CHILDRESS	79201	32082190896	00001	12/13/2021	
ALLEN'S BICYCLE SHOP	232 N MAIN ST	CHILDRESS	79201	32050424236	00002	10/01/2013	06/30/2014
ALLEN'S BIKE SHOP	510 AVENUE F NW	CHILDRESS	79201	32050424236	00001	04/01/2013	09/30/2013
ALLIANCE RENTAL	2101 AVENUE F NW	CHILDRESS	79201	17518288661	00032	03/01/2010	08/30/2015
ALLIANCE RENTAL	2209 AVENUE F NW	CHILDRESS	79201	17518288661	00030	06/01/2007	02/28/2010
ALLSTAR WIRELESS	301 AVENUE F NW	CHILDRESS	79201	32034717028	00001	03/01/2008	07/01/2009
ALLSUP'S #62	601 AVENUE F NW	CHILDRESS	79201	18501546834	00064	12/17/1976	07/30/2020
ALLSUP'S #83	1510 AVENUE F NW	CHILDRESS	79201	18501546834	00062	11/13/1976	07/30/2020
ALLSUPS #102062	601 AVENUE F NW	CHILDRESS	79201	32062753804	00082	07/01/2020	
ALLSUPS #102083	1510 AVENUE F NW	CHILDRESS	79201	32062753804	00096	07/01/2020	
ALLTEL - OASIS PHONES, INC	1103 AVENUE F NW	CHILDRESS	79201	32023738597	00002	01/17/2007	06/30/2007
ALMETA'S CARPET	611 AVE F NE	CHILDRESS	79201	32026047533	00003	02/09/1987	08/01/1994
ALMETA'S CARPET	611 AVENUE F NE	CHILDRESS	79201	32029179440	00001	08/01/1994	08/31/2002
ALMETA'S DISCOUNT CARPET	611 AVE F NE	CHILDRESS	79201	32026047533	00002	10/01/1976	12/31/1984
ALMETA'S DISCOUNT CARPET	120 COMMERCE STREET	CHILDRESS	79201	32026047533	00001	04/01/1973	09/30/1976
ALTMAN ENTERPRISES	100 6TH ST SW	CHILDRESS	79201	32027261406	00002	10/01/1995	12/25/1999
AM DONUTS	2006 AVENUE G NW	CHILDRESS	79201	32005090132	00002	06/01/1996	12/31/1996
AMAZING GRACE ANTIQUES & GIFTS	510 2ND NE	CHILDRESS	79201	32000465412	00001	02/12/1998	03/30/2007
AMAZING GRACE ANTIQUES AND GIFTS	510 2ND ST NE	CHILDRESS	79201	32026038136	00001	04/01/2007	
AMERICAN PALLET CO	506 3RD ST NW	CHILDRESS	79201	32000738495	00001	07/01/1998	09/30/1998
AMERICAN PALLET CO	506 3RD ST NW	CHILDRESS	79201	17527877793	00001	10/01/1998	05/07/1999
AMERICAN SHAMAN	2305 AVENUE F NW	CHILDRESS	79201	32056468856	00001	09/01/2019	07/01/2020
ANDERSON'S STUDIO	611 F NW	CHILDRESS	79201	32028416579	00001	02/01/1985	09/30/1989
ANDERSON'S STUDIO	611 AVE F NW	CHILDRESS	79201	32010192238	00001	04/15/1978	10/01/1984
ANIMAL HEALTH AIDS	HWY 83 S	CHILDRESS	79201	17510389566	00001	09/01/1973	12/31/1981
ANN P MUSGROVE	602B NW	CHILDRESS	79201	32032557558	00001	10/15/1989	12/31/1989
ANNA'S DELI AND BAKERY	122 AVENUE B NW	CHILDRESS	79201	32028265448	00001	05/01/1994	03/27/2002
ANTIQUES, INTERIORS & DESIGNS	132 N MAIN ST	CHILDRESS	79201	32016840491	00003	02/25/2005	12/25/2010
APACHE INDUSTRIES INC	SW OF CITY	CHILDRESS	79201	17513015481	00001	09/17/1991	12/31/1997
APAT CRAFTS	611 AVENUE I NW	CHILDRESS	79201	32023357372	00001	01/01/1998	04/05/1998
APPLES OF GOLD CREATIONS	1104 AVENUE K NW	CHILDRESS	79201	32019155673	00002	03/01/2006	04/01/2006
APPLES OF GOLD CREATIONS	1104 AVENUE K NORTHWEST	CHILDRESS	79201	32019155673	00001	03/01/1990	12/31/1993
ARBOR ROSE QUILTS & GIFTS	511 7TH ST NW	CHILDRESS	79201	32009731558	00002	07/01/2010	02/28/2011
ARBOR ROSE QUILTS & GIFTS	611 AVENUE F NW	CHILDRESS	79201	32009731558	00001	07/22/1996	06/30/2010
ARM TECHNOLOGIES	HWY 83 SOUTH 6 MILES	CHILDRESS	79201	32021951713	00001	08/09/1999	07/30/2001
ARMADILLO ARMS	1300 7TH ST NW	CHILDRESS	79201	32022196904	00003	01/01/1987	12/31/1988
ARNN SALVAGE	905 AVENUE D SW	CHILDRESS	79201	32008244132	00001	02/04/1988	12/31/2009
ARNN SALVAGE	904 AVENUE D SW	CHILDRESS	79201	32040226238	00001	09/01/2009	12/25/2019
ARROW WOODWORKING & FURNITURE REFINISHING	1/2 MI S OF CITY LIMITS FROM 5TH ST SW	CHILDRESS	79201	32026602618	00001	02/05/1988	12/31/1993
ART ENTERPRISES	2019 COUNTRY CLUB DR	CHILDRESS	79201	32025468599	00001	05/01/1982	12/31/1992
ASSOCIATED INDUSTRIES INC	1603 AVENUE F NW	CHILDRESS	79201	17513672109	00001	10/01/1971	12/31/2001
AT&T #ED62	1902 AVENUE F NW	CHILDRESS	79201	12233300800	00513	07/15/2020	
AUDREY AND EDGY	605 AVENUE C NW	CHILDRESS	79201	32068566747	00001	04/01/2019	12/31/2020
AUNT SUSAN'S KITCHEN	241 N MAIN ST	CHILDRESS	79201	32020728492	00001	10/02/2006	07/31/2008
AUNTIE M'S MENDING & MORE	1004 AVENUE M NW	CHILDRESS	79201	32025253165	00001	04/01/2007	12/31/2007
B & B GOLF SALES	1210 AVENUE J NW	CHILDRESS	79201	32007992954	00002	05/16/1997	12/31/2007
B & B GOLF SALES	1210 AVE J N/W	CHILDRESS	79201	32007992954	00001	04/01/1983	12/25/1986
B & B TEXAS AVALANCHE	601 AVENUE I NW	CHILDRESS	79201	32023612099	00001	05/03/1996	09/30/1996
B & R THRIFTWAY #64	806 AVENUE F NW	CHILDRESS	79201	17516022047	00012	11/05/1996	01/01/1999
B AND P DESKTOP PRINTING	203 5TH ST NE	CHILDRESS	79201	30118767356	00001	12/01/1996	12/31/2000
B M BOOKS & MORE	301 AVENUE F NW	CHILDRESS	79201	32044562513	00001	07/05/2011	12/25/2013
B P O E CHILDRESS #1113	800 21ST ST NW	CHILDRESS	79201	17508817461	00002	01/01/2022	
B P O E CHILDRESS #1113	800 21ST ST NW	CHILDRESS	79201	17508817461	00001	09/01/1961	12/25/1999
B&B ENTERPRISES	900 AVENUE K SE	CHILDRESS	79201	32030715158	00001	07/01/1996	03/31/1997
BALLYHOO	805 AVENUE F NW	CHILDRESS	79201	17518696376	00008	10/20/2007	
BALLYHOO TEXAS	805 AVENUE F NW	CHILDRESS	79201	32086319400	00002	08/11/2022	
BAR N BARBECUE	801 AVENUE H NW	CHILDRESS	79201	32051256496	00001	08/01/2013	07/23/2014
BARA'S FINE MEXICAN FOOD	122 AVENUE B NW	CHILDRESS	79201	32011969873	00001	08/12/2003	12/31/2004
BARBARA JEAN MCNEELY	1401 AVE B NE	CHILDRESS	79201	32008825435	00001	01/03/1984	12/25/1986
BARBARA MILLS	510 G SE	CHILDRESS	79201	32009485809	00002	03/09/1985	12/31/1987
BARBARA'S FRAMES PLUS	1500 F. N. W.	CHILDRESS	79201	32009485809	00003	11/01/1988	12/31/2005
BAREFOOT & BLUE JEANS	506 AVENUE H NW	CHILDRESS	79201	32068183782	00001	09/15/2018	07/25/2022
BARFIELD PAINT & BODY	223 AVE B NW	CHILDRESS	79201	32026114317	00001	10/01/1991	11/30/1992
BARFIELD PAINT & BODY SHOP	701 H S E	CHILDRESS	79201	32026114333	00001	01/01/1971	12/31/1990
BARLEY 7-11	910 AVE F NW	CHILDRESS	79201	32026547987	00001	05/23/1972	12/10/1989
BARRICADES PLUS, LLC	8255 US HIGHWAY 287	CHILDRESS	79201	32058943724	00001	01/01/2018	
BEAT THE HEAT SOLAR SCREENS & GENERAL CONSTRUCTION	909 AVENUE B NE	CHILDRESS	79201	32016741913	00002	02/01/2005	12/25/2006
BEHIND THE BARN ANTIQUES & COLLECTIBLES	HC 3 BOX 54	CHILDRESS	79201	14582974433	00001	10/01/1999	12/25/2005
BELL STATION	901 AVE F N W	CHILDRESS	79201	32026237787	00004	02/03/1987	05/31/1987
BELL STATION	901 AVENUE F NW	CHILDRESS	79201	32025629208	00001	06/26/1992	12/01/1992
BELL STATIONS INC	901 F ST	CHILDRESS	79201	17508584376	00014	10/01/1964	06/30/1973
BEST WESTERN CHILDRESS	1805 AVENUE F NW	CHILDRESS	79201	17524651472	00002	12/01/1995	12/31/2000
BEST-BUY SELF SERV SHOES	1305 AVE F N W	CHILDRESS	79201	32008169065	00004	06/25/1971	03/31/1973
BETTY ATCHLEY	504 H SE	CHILDRESS	79201	32008858071	00001	09/01/1991	12/30/2002
BETTY'S BOOK NOOK & MORE INC	124 N MAIN ST	CHILDRESS	79201	17526211093	00001	11/10/1995	06/17/1997
BEVERLY'S CLOSET	217 MAIN ST	CHILDRESS	79201	32007180725	00001	09/01/1999	04/30/2003
BEYOND HAIR SALON	206 9TH ST NW	CHILDRESS	79201	32053595511	00001	04/15/2014	06/17/2014
BIG DADDY'S	107 AVENUE F NE	CHILDRESS	79201	32057008719	00001	10/01/2019	
BIG GREEN FARM SUPPLY INC	HWY 287 WEST	CHILDRESS	79201	17523577199	00003	05/11/1992	02/28/2005
BILL R ROTHWELL AUCTIONEER	3 MI WEST ON HWY 287	CHILDRESS	79201	32031890034	00001	05/01/1978	12/25/1985
BILL'S CAFE	210 COMMERCE	CHILDRESS	79201	32028559006	00001	06/10/1976	09/30/1976
BILL'S CROSS ROAD MOBIL	2001 FN W	CHILDRESS	79201	32005120780	00002	07/01/1972	10/01/1977
BILLARD SYSTEMS	1915 AVE G NW	CHILDRESS	79201	32005664639	00003	07/01/1993	06/30/1994
BILLIARD SYSTEMS	1915 AVE G NW	CHILDRESS	79201	32005664639	00001	10/15/1992	12/16/1992
BILLS SMALL ENGINE REPAIR	231 COMMERCE ST	CHILDRESS	79201	32031719415	00002	01/01/1994	06/30/2000
BILLS SMALL ENGINE REPAIR	228 N MAIN	CHILDRESS	79201	32031719415	00001	04/01/1984	12/31/1993
BILLY'S	204 AVENUE G SE	CHILDRESS	79201	32027111452	00001	08/21/1996	03/31/1997
BILLY'S TRUCK SERVICE	2210 AVENUE F NW	CHILDRESS	79201	17528384658	00003	10/01/2002	08/03/2003
BILLY'S TRUCK SERVICE	3310 AVE F NW	CHILDRESS	79201	17528384658	00004	09/01/2003	12/31/2020
BILLY'S TRUCK SERVICE	2022 HWY 287 WEST	CHILDRESS	79201	17528384658	00002	08/11/2000	09/30/2002
BIOGIME	309 AVE G SE	CHILDRESS	79201	32026627748	00002	07/01/1994	08/01/1994
BIRD + BIRD JEWELRY DESIGN, LLC	804 AVENUE G NW	CHILDRESS	79201	32071598521	00001	11/01/2019	
BK WILLIAMS ELECTRIC, LLC	901 AVENUE J SE	CHILDRESS	79201	32065772009	00001	01/01/2019	
BLACK CREEK COMMUNICATIONS LP	241 COMMERCE ST	CHILDRESS	79201	17428818672	00001	08/01/1998	01/01/2001
BLACKBURN'S	1906 AVENUE G NW	CHILDRESS	79201	32008820667	00002	07/01/2006	04/01/2013
BLEDSOE MECHANICAL	1404 AVENUE E NW	CHILDRESS	79201	32028671587	00001	04/01/2007	
BLESSED TEXAS THREADS	410 AVENUE F NW	CHILDRESS	79201	32076224420	00001	10/01/2020	
BLOOM BOUTIQUE	510 AVENUE F NW	CHILDRESS	79201	32080617452	00001	08/20/2021	
BLUE COLLAR	142 MAIN STREET	CHILDRESS	79201	30115428283	00001	11/19/1992	12/31/1992
BO JO'S DRIVE IN	1001 AVE F NW	CHILDRESS	79201	32032035415	00002	04/09/1973	04/09/1973
BOBBY CARROLL ATKINSON JR	505 COUNTY ROAD KB	CHILDRESS	79201	32005232239	00002	08/20/2004	12/01/2004
BOBBY HAMMOND PLUMBING	500 AVE F N W	CHILDRESS	79201	32030984077	00001	06/22/1970	07/05/1991
BOBCAT NUTRITION	204 COMMERCE ST	CHILDRESS	79201	32039535870	00001	06/01/2020	
BOBCAT NUTRITION	204 COMMERCE ST	CHILDRESS	79201	32072502977	00001	11/14/2019	05/31/2020
BOBCAT TO-GO!	609 4TH ST NW	CHILDRESS	79201	32077725896	00001	04/01/2021	04/30/2021
BOEDEKER FLYING SERVICE EAST, LLC	15720 FM 164	CHILDRESS	79201	32066622666	00001	01/01/2019	01/01/2019
BOEDEKER FLYING SERVICE INC	15720 FM 164	CHILDRESS	79201	32025877351	00002	10/01/2007	12/25/2013
BOEDEKER FLYING SERVICE INC	15716 FM 164	CHILDRESS	79201	32025877351	00001	02/20/2007	09/30/2007
BOEDEKER FLYING SERVICE, INC.	15720 FM 164	CHILDRESS	79201	32025877351	00003	06/01/2016	
BOLES AMAZING TRAVEL	1111 16TH ST NW	CHILDRESS	79201	32028477506	00003	01/01/2011	12/31/2011
BOLES TRAVEL AGENCY	400 7TH ST SW	CHILDRESS	79201	32028477506	00006	05/22/2018	03/25/2021
BOMBERO AVIATION LLC	15720 FM 164	CHILDRESS	79201	32053113422	00001	10/01/2015	10/01/2015
BOMBERO AVIATION LLC	15720 FM 164	CHILDRESS	79201	32053113422	00001	10/01/2016	10/01/2016
BOMBERO AVIATION LLC	15720 FM 164	CHILDRESS	79201	32053113422	00001	01/01/2019	01/01/2019
BONNY BLUE ARTS	1461 FM 94	NORTHFIELD	79201	32045258954	00001	10/13/2011	03/25/2013
BOOKS ETC	GREENBELT PLAZA JUNCTION HWY 83 HWY 287	CHILDRESS	79201	32032257464	00001	12/01/1993	10/15/1994
BOOT HILL BEER & WINE	FM 2042 S SIDE 4/4 MI NE TELL PO	CHILDRESS	79201	32026007982	00002	05/16/1990	06/30/1994
BOOTHILL BEER & WINE	FM 2042 SOUTHSIDE 4/4 MI NE TELL POST OF	CHILDRESS	79201	32013712016	00002	06/01/1994	04/30/2002
BRANDI D VANAUSDALL	142 N MAIN ST	CHILDRESS	79201	32017712830	00001	07/01/2005	01/01/2007
BREAD OF LIFE BOOKS & GIFTS	410 AVE F N E	CHILDRESS	79201	32009485809	00001	05/21/1977	05/15/1978
BRENDA DOWNING- ATV	201 COUNTY ROAD K B	CHILDRESS	79201	32059681182	00001	08/21/2015	08/21/2015
BRENT WHITAKER	975 FM 2530	CHILDRESS	79201	32013284982	00002	01/01/2020	
BRENT WHITAKER	975 FM 2530	CHILDRESS	79201	32013284982	00001	10/01/2008	12/25/2014
BREWER RADIO SER & MUSIC INSTRUMENTS	420 NORTH MAIN	CHILDRESS	79201	32033011357	00001	09/01/1961	12/30/1969
BREWER RADIO SERVICE	803 AVE E NW	CHILDRESS	79201	32033011357	00003	10/01/1970	12/31/1992
BRIDGES GULF	110 AVENUE F NW	CHILDRESS	79201	32008194170	00001	11/01/1973	
BRITTAIN'S DISCOUNT CENTER	205 MAIN	CHILDRESS	79201	17307856124	00001	11/01/1965	01/31/1987
BRITTAN CLOSET	1507 AVENUE J NW	CHILDRESS	79201	32063828951	00002	07/01/2018	
BROADWAY LIQUOR LLC	1906 AVENUE G NW	CHILDRESS	79201	32063317658	00001	04/17/2017	05/31/2018
BROWN AUTO SUPPLY	114 AVE D NW	CHILDRESS	79201	32027809162	00001	01/01/1971	05/01/1994
BROWN AUTO SUPPLY, INC.	114 AVENUE D NW	CHILDRESS	79201	17525444117	00001	06/01/1994	
BROWN'S CLOCKS AND CRAFTS	1100 AVENUE M NW	CHILDRESS	79201	30008047406	00001	01/01/1987	12/25/1999
BUBBAS BAR-B-QUE	287 WEST	CHILDRESS	79201	32021471985	00003	10/01/1989	03/31/1990
BUCCANEER GIFT SHOP	209 MAIN ST	CHILDRESS	79201	17413913355	00020	01/01/1971	07/31/1977
BUCKLEY'S MEN'S STORE	233 MAIN ST	CHILDRESS	79201	32005142743	00001	10/01/1987	03/31/1988
BUCKLEY'S MEN'S STORE INC	233 MAIN ST	CHILDRESS	79201	17514474893	00001	07/01/1974	09/30/1987
BUFFALO CONSTRUCTION, INC.	2211 AVENUE F NW	CHILDRESS	79201	13115158001	00027	02/01/2012	07/01/2022
BUMBLE BEE BURGERS	101 AVENUE F NE	CHILDRESS	79201	32016364435	00002	01/31/2010	07/17/2012
BUNCHA-JUMPS, LLC	1210 AVENUE E NW	CHILDRESS	79201	32038300334	00001	01/02/2009	06/30/2010
BURCHETTS FIREWORKS	HIGHWAY 287	CHILDRESS	79201	32026077399	00001	07/01/1963	12/01/1997
BURGER BARN	7400 LOOP 328	CHILDRESS	79201	32015525994	00001	08/01/2004	06/30/2005
BUSKE'S	311 3RD ST NE	CHILDRESS	79201	32009619373	00001	07/15/1980	01/05/2011
BUSTER'S RODEO SHOP	910 AVE L NW	CHILDRESS	79201	32031927505	00003	01/01/1992	08/01/1992
B3R COUNTRY MEATS L P	2100 US HIGHWAY 287	CHILDRESS	79201	17521042485	00002	10/25/1986	09/22/2008
C & A ENTERPRISES	102 AVENUE F SE	CHILDRESS	79201	32012607233	00001	09/25/2003	12/25/2006
C & B WARE FABRICATION	400 AVENUE F NW	CHILDRESS	79201	32034578966	00001	03/01/2008	11/01/2009
C & C COMPUTERS	423 N COMMERCE	CHILDRESS	79201	32007469094	00002	01/01/2003	06/30/2011
C & C COMPUTERS	907 7TH ST NW	CHILDRESS	79201	32007469037	00001	07/01/2011	05/07/2016
C & C TRIM	1104 AVENUE K NW	CHILDRESS	79201	32008483771	00001	05/13/1985	12/31/2008
C & J'S VIDEO CENTRAL	1912 AVENUE G NW	CHILDRESS	79201	32036666371	00001	02/19/2008	05/31/2010
C & L AUTO	110 AVENUE F NE	CHILDRESS	79201	32039885499	00004	01/01/2020	
C & L AUTO	110 AVENUE F NE	CHILDRESS	79201	32039885499	00003	06/25/2010	10/16/2019
C & L AUTO	301 AVENUE F NW	CHILDRESS	79201	32039885499	00002	08/24/2009	09/30/2010
C & L AUTO	801 AVE H SE	CHILDRESS	79201	32039885499	00001	07/13/2009	08/24/2009
C & T SHRUB AND TREE TRIMMING	1307 AVENUE G NW	CHILDRESS	79201	32026203045	00002	11/05/1997	12/31/1997
C REEVES FASHIONS	124 MAIN ST	CHILDRESS	79201	32028530569	00003	04/24/1991	11/30/1995
CABLECOM-GENERAL INC	241 COMMERCE	CHILDRESS	79201	17306567789	00002	01/01/1972	05/31/1982
CABLEONE OF CHILDRESS	241 COMMERCE ST	CHILDRESS	79201	11330600831	00002	06/01/1982	11/30/1998
CACTUS CONVERSIONS	8 MILES NORTH CHILDRESS ON HWY 83	CHILDRESS	79201	32006811460	00001	02/14/2000	12/31/2004
CACTUS ROSE ECT	501 3RD ST NW	CHILDRESS	79201	32007106357	00002	01/15/2000	12/25/2002
CACTUS ROSE ETC	HC 4 BOX 30	CHILDRESS	79201	32007106357	00001	09/01/1998	12/31/1999
CADDEL AIRCRAFT	CHILDRESS MUNICIPAL AIRPORT	CHILDRESS	79201	32025844187	00002	12/18/1976	06/30/1979
CAGLE BODY SHOP & USED CARS	300 AVE F N E	CHILDRESS	79201	32030614401	00004	09/01/1987	12/31/1991
CAGLE BODY SHOP INC	300 AVENUE F	CHILDRESS	79201	30009967396	00001	07/21/1986	08/31/1987
CAGLE'S BODY SHOP & USED CARS	300 AVE F N E	CHILDRESS	79201	32030614401	00003	07/01/1978	12/31/1986
CAMERON METAL WORKS	409 S MAIN ST	CHILDRESS	79201	32024659453	00001	12/16/2011	09/19/2016
CAMPBELL CREATIONS	805 AVENUE B NE	CHILDRESS	79201	32063874773	00001	05/01/2017	12/31/2019
CAMPSEY'S GUN SHOP	1109 AVE D NW	CHILDRESS	79201	32027789687	00001	07/30/1972	12/31/1978
CAMPSEYS GUN SHOP	304 AVENUE D SE	CHILDRESS	79201	32027789687	00002	01/01/1979	12/31/1983
CANDLES BY BRENDA	1507 AVE K NW	CHILDRESS	79201	32029187443	00001	11/21/1983	12/25/1985
CANDLEWORKS	709 5TH ST NE	CHILDRESS	79201	32007184057	00006	07/01/2008	04/01/2009
CAPROCK MOBILE PHONE	RADIO TELEPHONE TWR 3 MI S E OF CHILDRES	CHILDRESS	79201	32008732839	00009	07/01/1991	09/30/1993
CARLA C SPRINGER	505 AVENUE G SE	CHILDRESS	79201	32007440624	00001	07/01/2000	12/31/2008
CARR AUTOMOTIVE & ATV	17017 FM 268	CHILDRESS	79201	32011535575	00002	01/01/2016	
CASA DEL RIO	1600 AVENUE F NW	CHILDRESS	79201	32007445052	00001	10/01/1998	04/20/2001
CASA VITELA	208 10TH ST SW	CHILDRESS	79201	30118778890	00001	06/18/1997	07/31/1997
CASA VITELA	208 10TH ST SW	CHILDRESS	79201	32025066013	00001	09/17/1990	09/30/1994
CATHERINE'S	1107 AVENUE F NW	CHILDRESS	79201	32006811171	00006	08/01/2002	12/31/2011
CATHERINES	2209 GREENBELT PLZ	CHILDRESS	79201	32006811171	00005	03/01/1993	07/31/2002
CATHERINES	1107 AVENUE F NW	CHILDRESS	79201	32045691493	00001	01/01/2012	
CBC	300 COMMERCE ST	CHILDRESS	79201	32007935748	00003	04/01/2003	03/31/2014
CBC	1904 AVENUE G NW	CHILDRESS	79201	32007935748	00002	05/01/2000	03/31/2003
CDS COMMUNICATIONS	306 AVE F N W	CHILDRESS	79201	30115239441	00001	11/20/1992	05/31/1994
CECIL FABRIC	105 MAIN	CHILDRESS	79201	17510936697	00003	04/01/1983	12/31/1993
CECILS BARGAIN CENTER	145 COMMERCE	CHILDRESS	79201	17510936697	00002	01/01/1973	03/31/1983
CEFCO FOOD STORE #2008	2004 AVENUE F NW	CHILDRESS	79201	17422287924	00165	01/04/2012	
CELLONLY CHILDRESS	2004 AVENUE G NW	CHILDRESS	79201	32079910298	00011	08/01/2021	01/23/2023
CELLULAR DEPOT	707 AVENUE F NW	CHILDRESS	79201	32027326720	00001	02/07/2000	06/30/2000
CELLULAR ONE	2004 AVENUE G NW	CHILDRESS	79201	19431670645	00003	12/01/1993	12/31/1997
CELLULAR ONE	2211 AVENUE F NW	CHILDRESS	79201	12016048279	00003	04/15/2005	02/23/2006
CELLULAR ONE-CHILDRESS	2004 AVENUE G NW	CHILDRESS	79201	19118977370	00097	03/01/2007	10/31/2007
CELLULAR ONE-CHILDRESS	2001 AVENUE G NW	CHILDRESS	79201	19118977370	00009	01/01/1999	02/28/2007
CENTERWELL HH	107 AVENUE E NW	CHILDRESS	79201	17519951432	00002	10/01/2022	
CENTURY FUELS #31	400 AVENUE F NW	CHILDRESS	79201	17524220732	00026	05/01/2012	07/01/2014
CES	144 MAIN ST	CHILDRESS	79201	32025286470	00001	02/09/1987	12/31/1987
CHAD DETWILER FEEDS	324 COMMERCE ST	CHILDRESS	79201	32045888685	00001	01/15/2013	03/31/2013
CHANNELL AUTO SALES	901 AVENUE F NW	CHILDRESS	79201	32029025254	00001	04/01/1998	12/25/1998
CHAPARRAL RESTAURANT	1501 F N W	CHILDRESS	79201	32028892803	00002	01/01/1972	12/28/1977
CHARLES H BELLOWS	1007 AVE D NW	CHILDRESS	79201	32032283270	00001	01/02/1994	06/30/1995
CHARLES R MOORE	210 AVENUE F SE	CHILDRESS	79201	32017671663	00001	06/01/2005	11/17/2011
CHARLIE DELTA SIERRA, LLC	15720 FM 164	CHILDRESS	79201	32069458456	00001	02/15/2019	
CHATEAU INN RESTAURANT	1600 AVENUE F NW	CHILDRESS	79201	32028892803	00007	11/11/1996	12/01/1997
CHATEAU INN RESTAURANT	2021 COUNTRY CLUB	CHILDRESS	79201	17525506105	00001	08/07/1994	01/09/1996
CHATEAU INN RESTAURANT SEAFOOD & GALLEY	1600 AVE F NW	CHILDRESS	79201	32025852974	00001	08/01/1991	11/01/1994
CHATEAU RESTAURANT - ECONO LODGE	1612 AVENUE F NW	CHILDRESS	79201	32004751452	00008	03/19/1996	10/01/1996
CHATEAV INN MOTEL	1611 AVE F NW	CHILDRESS	79201	32031574182	00003	10/01/1978	10/01/1978
CHATTERBOX CAFE	103 COMMERCE ST.	CHILDRESS	79201	30000204823	00001	01/01/1964	01/01/1964
